noise_density,noise_magnitude,method,nmi,simulation,signal_strength
0.15,10.0,spectral_unnormalized,0.9291252238549075,6,2.0
0.15,10.0,rpca,1.0,6,2.0
0.15,10.0,outlier_pursuit,0.018639764244343528,6,2.0
0.15,10.0,spectral_unnormalized,1.0,7,2.0
0.15,10.0,rpca,1.0,7,2.0
0.15,10.0,outlier_pursuit,0.018639764244343528,7,2.0
0.15,10.0,spectral_unnormalized,1.0,8,2.0
0.15,10.0,rpca,1.0,8,2.0
0.15,10.0,outlier_pursuit,0.018639764244343528,8,2.0
0.15,10.0,spectral_unnormalized,1.0,9,2.0
0.15,10.0,rpca,1.0,9,2.0
0.15,10.0,outlier_pursuit,0.018639764244343528,9,2.0
0.15,12.0,spectral_unnormalized,0.8347636587075117,0,2.0
0.15,12.0,rpca,1.0,0,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,0,2.0
0.15,12.0,spectral_unnormalized,0.9291252238549075,1,2.0
0.15,12.0,rpca,1.0,1,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,1,2.0
0.15,12.0,spectral_unnormalized,0.8585594574581797,2,2.0
0.15,12.0,rpca,1.0,2,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,2,2.0
0.15,12.0,spectral_unnormalized,0.9291252238549075,3,2.0
0.15,12.0,rpca,1.0,3,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,3,2.0
0.15,12.0,spectral_unnormalized,0.8079616479391555,4,2.0
0.15,12.0,rpca,1.0,4,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,4,2.0
0.15,12.0,spectral_unnormalized,0.9291252238549075,5,2.0
0.15,12.0,rpca,1.0,5,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,5,2.0
0.15,12.0,spectral_unnormalized,0.8079616479391557,6,2.0
0.15,12.0,rpca,1.0,6,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,6,2.0
0.15,12.0,spectral_unnormalized,0.8347636587075117,7,2.0
0.15,12.0,rpca,1.0,7,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,7,2.0
0.15,12.0,spectral_unnormalized,1.0,8,2.0
0.15,12.0,rpca,1.0,8,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,8,2.0
0.15,12.0,spectral_unnormalized,0.8079616479391555,9,2.0
0.15,12.0,rpca,1.0,9,2.0
0.15,12.0,outlier_pursuit,0.018639764244343528,9,2.0
0.15,14.0,spectral_unnormalized,0.5697389043881019,0,2.0
0.15,14.0,rpca,1.0,0,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,0,2.0
0.15,14.0,spectral_unnormalized,0.8079616479391557,1,2.0
0.15,14.0,rpca,1.0,1,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,1,2.0
0.15,14.0,spectral_unnormalized,0.7149460394223506,2,2.0
0.15,14.0,rpca,1.0,2,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,2,2.0
0.15,14.0,spectral_unnormalized,0.698650799163015,3,2.0
0.15,14.0,rpca,1.0,3,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,3,2.0
0.15,14.0,spectral_unnormalized,0.8079616479391555,4,2.0
0.15,14.0,rpca,1.0,4,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,4,2.0
0.15,14.0,spectral_unnormalized,0.7648442977525683,5,2.0
0.15,14.0,rpca,1.0,5,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,5,2.0
0.15,14.0,spectral_unnormalized,0.6425925571552905,6,2.0
0.15,14.0,rpca,1.0,6,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,6,2.0
0.15,14.0,spectral_unnormalized,0.7610260716417302,7,2.0
0.15,14.0,rpca,1.0,7,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,7,2.0
0.15,14.0,spectral_unnormalized,0.9291252238549075,8,2.0
0.15,14.0,rpca,1.0,8,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,8,2.0
0.15,14.0,spectral_unnormalized,0.7149460394223506,9,2.0
0.15,14.0,rpca,1.0,9,2.0
0.15,14.0,outlier_pursuit,0.018639764244343528,9,2.0
0.15,16.0,spectral_unnormalized,0.25870096797707953,0,2.0
0.15,16.0,rpca,1.0,0,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,0,2.0
0.15,16.0,spectral_unnormalized,0.7265356414540421,1,2.0
0.15,16.0,rpca,1.0,1,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,1,2.0
0.15,16.0,spectral_unnormalized,0.6349910030198423,2,2.0
0.15,16.0,rpca,1.0,2,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,2,2.0
0.15,16.0,spectral_unnormalized,0.6022111600455702,3,2.0
0.15,16.0,rpca,1.0,3,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,3,2.0
0.15,16.0,spectral_unnormalized,0.8079616479391555,4,2.0
0.15,16.0,rpca,1.0,4,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,4,2.0
0.15,16.0,spectral_unnormalized,0.7265356414540421,5,2.0
0.15,16.0,rpca,1.0,5,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,5,2.0
0.15,16.0,spectral_unnormalized,0.5006054392285263,6,2.0
0.15,16.0,rpca,1.0,6,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,6,2.0
0.15,16.0,spectral_unnormalized,0.5278128971535108,7,2.0
0.15,16.0,rpca,1.0,7,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,7,2.0
0.15,16.0,spectral_unnormalized,0.8079616479391557,8,2.0
0.15,16.0,rpca,1.0,8,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,8,2.0
0.15,16.0,spectral_unnormalized,0.6009721799981695,9,2.0
0.15,16.0,rpca,1.0,9,2.0
0.15,16.0,outlier_pursuit,0.018639764244343528,9,2.0
0.15,18.0,spectral_unnormalized,0.0895602242336334,0,2.0
0.15,18.0,rpca,1.0,0,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,0,2.0
0.15,18.0,spectral_unnormalized,0.47250107612143855,1,2.0
0.15,18.0,rpca,1.0,1,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,1,2.0
0.15,18.0,spectral_unnormalized,0.5006054392285263,2,2.0
0.15,18.0,rpca,1.0,2,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,2,2.0
0.15,18.0,spectral_unnormalized,0.4440430336297205,3,2.0
0.15,18.0,rpca,1.0,3,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,3,2.0
0.15,18.0,spectral_unnormalized,0.7265356414540423,4,2.0
0.15,18.0,rpca,1.0,4,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,4,2.0
0.15,18.0,spectral_unnormalized,0.5978208097977278,5,2.0
0.15,18.0,rpca,1.0,5,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,5,2.0
0.15,18.0,spectral_unnormalized,0.29875197511813195,6,2.0
0.15,18.0,rpca,1.0,6,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,6,2.0
0.15,18.0,spectral_unnormalized,0.2780719051126382,7,2.0
0.15,18.0,rpca,1.0,7,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,7,2.0
0.15,18.0,spectral_unnormalized,0.5697389043881019,8,2.0
0.15,18.0,rpca,1.0,8,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,8,2.0
0.15,18.0,spectral_unnormalized,0.44632888749472316,9,2.0
0.15,18.0,rpca,1.0,9,2.0
0.15,18.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,0.0,spectral_unnormalized,1.0,0,2.0
0.2,0.0,rpca,1.0,0,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,0.0,spectral_unnormalized,1.0,1,2.0
0.2,0.0,rpca,1.0,1,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,0.0,spectral_unnormalized,1.0,2,2.0
0.2,0.0,rpca,1.0,2,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,0.0,spectral_unnormalized,1.0,3,2.0
0.2,0.0,rpca,1.0,3,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,0.0,spectral_unnormalized,1.0,4,2.0
0.2,0.0,rpca,1.0,4,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,0.0,spectral_unnormalized,1.0,5,2.0
0.2,0.0,rpca,1.0,5,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,0.0,spectral_unnormalized,1.0,6,2.0
0.2,0.0,rpca,1.0,6,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,0.0,spectral_unnormalized,1.0,7,2.0
0.2,0.0,rpca,1.0,7,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,0.0,spectral_unnormalized,1.0,8,2.0
0.2,0.0,rpca,1.0,8,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,0.0,spectral_unnormalized,1.0,9,2.0
0.2,0.0,rpca,1.0,9,2.0
0.2,0.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,2.0,spectral_unnormalized,1.0,0,2.0
0.2,2.0,rpca,1.0,0,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,2.0,spectral_unnormalized,1.0,1,2.0
0.2,2.0,rpca,1.0,1,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,2.0,spectral_unnormalized,1.0,2,2.0
0.2,2.0,rpca,1.0,2,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,2.0,spectral_unnormalized,1.0,3,2.0
0.2,2.0,rpca,1.0,3,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,2.0,spectral_unnormalized,1.0,4,2.0
0.2,2.0,rpca,1.0,4,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,2.0,spectral_unnormalized,1.0,5,2.0
0.2,2.0,rpca,1.0,5,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,2.0,spectral_unnormalized,1.0,6,2.0
0.2,2.0,rpca,1.0,6,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,2.0,spectral_unnormalized,1.0,7,2.0
0.2,2.0,rpca,1.0,7,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,2.0,spectral_unnormalized,1.0,8,2.0
0.2,2.0,rpca,1.0,8,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,2.0,spectral_unnormalized,1.0,9,2.0
0.2,2.0,rpca,1.0,9,2.0
0.2,2.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,4.0,spectral_unnormalized,1.0,0,2.0
0.2,4.0,rpca,1.0,0,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,4.0,spectral_unnormalized,1.0,1,2.0
0.2,4.0,rpca,1.0,1,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,4.0,spectral_unnormalized,1.0,2,2.0
0.2,4.0,rpca,1.0,2,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,4.0,spectral_unnormalized,1.0,3,2.0
0.2,4.0,rpca,1.0,3,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,4.0,spectral_unnormalized,1.0,4,2.0
0.2,4.0,rpca,1.0,4,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,4.0,spectral_unnormalized,1.0,5,2.0
0.2,4.0,rpca,1.0,5,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,4.0,spectral_unnormalized,1.0,6,2.0
0.2,4.0,rpca,1.0,6,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,4.0,spectral_unnormalized,1.0,7,2.0
0.2,4.0,rpca,1.0,7,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,4.0,spectral_unnormalized,1.0,8,2.0
0.2,4.0,rpca,1.0,8,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,4.0,spectral_unnormalized,1.0,9,2.0
0.2,4.0,rpca,1.0,9,2.0
0.2,4.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,6.0,spectral_unnormalized,1.0,0,2.0
0.2,6.0,rpca,1.0,0,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,6.0,spectral_unnormalized,1.0,1,2.0
0.2,6.0,rpca,1.0,1,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,6.0,spectral_unnormalized,1.0,2,2.0
0.2,6.0,rpca,1.0,2,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,6.0,spectral_unnormalized,1.0,3,2.0
0.2,6.0,rpca,1.0,3,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,6.0,spectral_unnormalized,1.0,4,2.0
0.2,6.0,rpca,1.0,4,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,6.0,spectral_unnormalized,1.0,5,2.0
0.2,6.0,rpca,1.0,5,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,6.0,spectral_unnormalized,1.0,6,2.0
0.2,6.0,rpca,1.0,6,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,6.0,spectral_unnormalized,1.0,7,2.0
0.2,6.0,rpca,1.0,7,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,6.0,spectral_unnormalized,1.0,8,2.0
0.2,6.0,rpca,1.0,8,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,6.0,spectral_unnormalized,1.0,9,2.0
0.2,6.0,rpca,1.0,9,2.0
0.2,6.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,8.0,spectral_unnormalized,1.0,0,2.0
0.2,8.0,rpca,1.0,0,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,8.0,spectral_unnormalized,1.0,1,2.0
0.2,8.0,rpca,1.0,1,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,8.0,spectral_unnormalized,1.0,2,2.0
0.2,8.0,rpca,1.0,2,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,8.0,spectral_unnormalized,1.0,3,2.0
0.2,8.0,rpca,1.0,3,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,8.0,spectral_unnormalized,1.0,4,2.0
0.2,8.0,rpca,1.0,4,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,8.0,spectral_unnormalized,1.0,5,2.0
0.2,8.0,rpca,1.0,5,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,8.0,spectral_unnormalized,1.0,6,2.0
0.2,8.0,rpca,1.0,6,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,8.0,spectral_unnormalized,1.0,7,2.0
0.2,8.0,rpca,1.0,7,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,8.0,spectral_unnormalized,1.0,8,2.0
0.2,8.0,rpca,1.0,8,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,8.0,spectral_unnormalized,1.0,9,2.0
0.2,8.0,rpca,1.0,9,2.0
0.2,8.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,10.0,spectral_unnormalized,0.9291252238549075,0,2.0
0.2,10.0,rpca,1.0,0,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,10.0,spectral_unnormalized,1.0,1,2.0
0.2,10.0,rpca,1.0,1,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,10.0,spectral_unnormalized,0.8585594574581797,2,2.0
0.2,10.0,rpca,1.0,2,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,10.0,spectral_unnormalized,1.0,3,2.0
0.2,10.0,rpca,1.0,3,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,10.0,spectral_unnormalized,0.8782063702756283,4,2.0
0.2,10.0,rpca,1.0,4,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,10.0,spectral_unnormalized,0.9291252238549075,5,2.0
0.2,10.0,rpca,1.0,5,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,10.0,spectral_unnormalized,1.0,6,2.0
0.2,10.0,rpca,1.0,6,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,10.0,spectral_unnormalized,1.0,7,2.0
0.2,10.0,rpca,1.0,7,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,10.0,spectral_unnormalized,1.0,8,2.0
0.2,10.0,rpca,1.0,8,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,10.0,spectral_unnormalized,0.8347636587075117,9,2.0
0.2,10.0,rpca,1.0,9,2.0
0.2,10.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,12.0,spectral_unnormalized,0.7648442977525686,0,2.0
0.2,12.0,rpca,1.0,0,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,12.0,spectral_unnormalized,0.9291252238549075,1,2.0
0.2,12.0,rpca,1.0,1,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,12.0,spectral_unnormalized,0.7149460394223506,2,2.0
0.2,12.0,rpca,1.0,2,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,12.0,spectral_unnormalized,0.7961285220549096,3,2.0
0.2,12.0,rpca,1.0,3,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,12.0,spectral_unnormalized,0.8347636587075117,4,2.0
0.2,12.0,rpca,1.0,4,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,12.0,spectral_unnormalized,0.7961285220549096,5,2.0
0.2,12.0,rpca,1.0,5,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,12.0,spectral_unnormalized,0.7265356414540421,6,2.0
0.2,12.0,rpca,1.0,6,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,12.0,spectral_unnormalized,0.8782063702756283,7,2.0
0.2,12.0,rpca,1.0,7,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,12.0,spectral_unnormalized,1.0,8,2.0
0.2,12.0,rpca,1.0,8,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,12.0,spectral_unnormalized,0.6425925571552905,9,2.0
0.2,12.0,rpca,1.0,9,2.0
0.2,12.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,14.0,spectral_unnormalized,0.44174399926474145,0,2.0
0.2,14.0,rpca,1.0,0,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,14.0,spectral_unnormalized,0.6770006327837454,1,2.0
0.2,14.0,rpca,1.0,1,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,14.0,spectral_unnormalized,0.5048484896887586,2,2.0
0.2,14.0,rpca,1.0,2,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,14.0,spectral_unnormalized,0.6022111600455702,3,2.0
0.2,14.0,rpca,1.0,3,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,14.0,spectral_unnormalized,0.6770006327837454,4,2.0
0.2,14.0,rpca,1.0,4,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,14.0,spectral_unnormalized,0.7961285220549096,5,2.0
0.2,14.0,rpca,1.0,5,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,14.0,spectral_unnormalized,0.4157611883571446,6,2.0
0.2,14.0,rpca,1.0,6,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,14.0,spectral_unnormalized,0.6597573034496935,7,2.0
0.2,14.0,rpca,1.0,7,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,14.0,spectral_unnormalized,0.7610260716417302,8,2.0
0.2,14.0,rpca,1.0,8,2.0
0.2,14.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,14.0,spectral_unnormalized,0.4218168453401451,9,2.0
0.2,14.0,rpca,1.0,9,2.0
