noise_density,noise_magnitude,method,nmi,simulation,signal_strength
0.2,14.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,16.0,spectral_unnormalized,0.07559610710556751,0,2.0
0.2,16.0,rpca,1.0,0,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,16.0,spectral_unnormalized,0.44632888749472316,1,2.0
0.2,16.0,rpca,1.0,1,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,16.0,spectral_unnormalized,0.2788842425598499,2,2.0
0.2,16.0,rpca,1.0,2,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,16.0,spectral_unnormalized,0.5760367196319857,3,2.0
0.2,16.0,rpca,1.0,3,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,16.0,spectral_unnormalized,0.6109637147284563,4,2.0
0.2,16.0,rpca,1.0,4,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,16.0,spectral_unnormalized,0.5760367196319857,5,2.0
0.2,16.0,rpca,1.0,5,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,16.0,spectral_unnormalized,0.041828094549225966,6,2.0
0.2,16.0,rpca,1.0,6,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,16.0,spectral_unnormalized,0.007950507250361968,7,2.0
0.2,16.0,rpca,1.0,7,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,16.0,spectral_unnormalized,0.5642054529253091,8,2.0
0.2,16.0,rpca,1.0,8,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,16.0,spectral_unnormalized,0.37059031163178163,9,2.0
0.2,16.0,rpca,1.0,9,2.0
0.2,16.0,outlier_pursuit,0.018639764244343528,9,2.0
0.2,18.0,spectral_unnormalized,0.01737030178763483,0,2.0
0.2,18.0,rpca,1.0,0,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,0,2.0
0.2,18.0,spectral_unnormalized,0.11899809135944689,1,2.0
0.2,18.0,rpca,1.0,1,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,1,2.0
0.2,18.0,spectral_unnormalized,0.20550722361410448,2,2.0
0.2,18.0,rpca,1.0,2,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,2,2.0
0.2,18.0,spectral_unnormalized,0.5283779304228372,3,2.0
0.2,18.0,rpca,1.0,3,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,3,2.0
0.2,18.0,spectral_unnormalized,0.2419684629465144,4,2.0
0.2,18.0,rpca,1.0,4,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,4,2.0
0.2,18.0,spectral_unnormalized,0.42977137131885157,5,2.0
0.2,18.0,rpca,1.0,5,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,5,2.0
0.2,18.0,spectral_unnormalized,0.027864554950917775,6,2.0
0.2,18.0,rpca,1.0,6,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,6,2.0
0.2,18.0,spectral_unnormalized,0.000397558198625116,7,2.0
0.2,18.0,rpca,1.0,7,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,7,2.0
0.2,18.0,spectral_unnormalized,0.3239237983436304,8,2.0
0.2,18.0,rpca,1.0,8,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,8,2.0
0.2,18.0,spectral_unnormalized,0.2631973627486307,9,2.0
0.2,18.0,rpca,1.0,9,2.0
0.2,18.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,0.0,spectral_unnormalized,1.0,0,2.0
0.25,0.0,rpca,1.0,0,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,0.0,spectral_unnormalized,1.0,1,2.0
0.25,0.0,rpca,1.0,1,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,0.0,spectral_unnormalized,1.0,2,2.0
0.25,0.0,rpca,1.0,2,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,0.0,spectral_unnormalized,1.0,3,2.0
0.25,0.0,rpca,1.0,3,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,0.0,spectral_unnormalized,1.0,4,2.0
0.25,0.0,rpca,1.0,4,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,0.0,spectral_unnormalized,1.0,5,2.0
0.25,0.0,rpca,1.0,5,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,0.0,spectral_unnormalized,1.0,6,2.0
0.25,0.0,rpca,1.0,6,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,0.0,spectral_unnormalized,1.0,7,2.0
0.25,0.0,rpca,1.0,7,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,0.0,spectral_unnormalized,1.0,8,2.0
0.25,0.0,rpca,1.0,8,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,0.0,spectral_unnormalized,1.0,9,2.0
0.25,0.0,rpca,1.0,9,2.0
0.25,0.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,2.0,spectral_unnormalized,1.0,0,2.0
0.25,2.0,rpca,1.0,0,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,2.0,spectral_unnormalized,1.0,1,2.0
0.25,2.0,rpca,1.0,1,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,2.0,spectral_unnormalized,1.0,2,2.0
0.25,2.0,rpca,1.0,2,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,2.0,spectral_unnormalized,1.0,3,2.0
0.25,2.0,rpca,1.0,3,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,2.0,spectral_unnormalized,1.0,4,2.0
0.25,2.0,rpca,1.0,4,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,2.0,spectral_unnormalized,1.0,5,2.0
0.25,2.0,rpca,1.0,5,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,2.0,spectral_unnormalized,1.0,6,2.0
0.25,2.0,rpca,1.0,6,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,2.0,spectral_unnormalized,1.0,7,2.0
0.25,2.0,rpca,1.0,7,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,2.0,spectral_unnormalized,1.0,8,2.0
0.25,2.0,rpca,1.0,8,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,2.0,spectral_unnormalized,1.0,9,2.0
0.25,2.0,rpca,1.0,9,2.0
0.25,2.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,4.0,spectral_unnormalized,1.0,0,2.0
0.25,4.0,rpca,1.0,0,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,4.0,spectral_unnormalized,1.0,1,2.0
0.25,4.0,rpca,1.0,1,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,4.0,spectral_unnormalized,1.0,2,2.0
0.25,4.0,rpca,1.0,2,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,4.0,spectral_unnormalized,1.0,3,2.0
0.25,4.0,rpca,1.0,3,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,4.0,spectral_unnormalized,1.0,4,2.0
0.25,4.0,rpca,1.0,4,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,4.0,spectral_unnormalized,1.0,5,2.0
0.25,4.0,rpca,1.0,5,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,4.0,spectral_unnormalized,1.0,6,2.0
0.25,4.0,rpca,1.0,6,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,4.0,spectral_unnormalized,1.0,7,2.0
0.25,4.0,rpca,1.0,7,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,4.0,spectral_unnormalized,1.0,8,2.0
0.25,4.0,rpca,1.0,8,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,4.0,spectral_unnormalized,1.0,9,2.0
0.25,4.0,rpca,1.0,9,2.0
0.25,4.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,6.0,spectral_unnormalized,0.9291252238549075,0,2.0
0.25,6.0,rpca,1.0,0,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,6.0,spectral_unnormalized,1.0,1,2.0
0.25,6.0,rpca,1.0,1,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,6.0,spectral_unnormalized,1.0,2,2.0
0.25,6.0,rpca,1.0,2,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,6.0,spectral_unnormalized,1.0,3,2.0
0.25,6.0,rpca,1.0,3,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,6.0,spectral_unnormalized,1.0,4,2.0
0.25,6.0,rpca,1.0,4,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,6.0,spectral_unnormalized,1.0,5,2.0
0.25,6.0,rpca,1.0,5,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,6.0,spectral_unnormalized,1.0,6,2.0
0.25,6.0,rpca,1.0,6,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,6.0,spectral_unnormalized,1.0,7,2.0
0.25,6.0,rpca,1.0,7,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,6.0,spectral_unnormalized,1.0,8,2.0
0.25,6.0,rpca,1.0,8,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,6.0,spectral_unnormalized,1.0,9,2.0
0.25,6.0,rpca,1.0,9,2.0
0.25,6.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,8.0,spectral_unnormalized,0.8585594574581795,0,2.0
0.25,8.0,rpca,1.0,0,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,8.0,spectral_unnormalized,1.0,1,2.0
0.25,8.0,rpca,1.0,1,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,8.0,spectral_unnormalized,0.8585594574581797,2,2.0
0.25,8.0,rpca,1.0,2,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,8.0,spectral_unnormalized,0.9291252238549075,3,2.0
0.25,8.0,rpca,1.0,3,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,8.0,spectral_unnormalized,0.9291252238549075,4,2.0
0.25,8.0,rpca,1.0,4,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,8.0,spectral_unnormalized,0.8585594574581795,5,2.0
0.25,8.0,rpca,1.0,5,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,8.0,spectral_unnormalized,1.0,6,2.0
0.25,8.0,rpca,1.0,6,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,8.0,spectral_unnormalized,0.9291252238549075,7,2.0
0.25,8.0,rpca,1.0,7,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,8.0,spectral_unnormalized,0.8782063702756283,8,2.0
0.25,8.0,rpca,1.0,8,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,8.0,spectral_unnormalized,0.8079616479391557,9,2.0
0.25,8.0,rpca,1.0,9,2.0
0.25,8.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,10.0,spectral_unnormalized,0.6917588737329794,0,2.0
0.25,10.0,rpca,1.0,0,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,10.0,spectral_unnormalized,0.6725550808455241,1,2.0
0.25,10.0,rpca,1.0,1,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,10.0,spectral_unnormalized,0.6725550808455242,2,2.0
0.25,10.0,rpca,1.0,2,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,10.0,spectral_unnormalized,0.7648442977525683,3,2.0
0.25,10.0,rpca,1.0,3,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,10.0,spectral_unnormalized,0.9291252238549075,4,2.0
0.25,10.0,rpca,1.0,4,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,10.0,spectral_unnormalized,0.8079616479391557,5,2.0
0.25,10.0,rpca,1.0,5,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,10.0,spectral_unnormalized,0.7265356414540421,6,2.0
0.25,10.0,rpca,1.0,6,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,10.0,spectral_unnormalized,0.6770006327837454,7,2.0
0.25,10.0,rpca,1.0,7,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,10.0,spectral_unnormalized,0.7961285220549096,8,2.0
0.25,10.0,rpca,1.0,8,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,10.0,spectral_unnormalized,0.6109637147284563,9,2.0
0.25,10.0,rpca,1.0,9,2.0
0.25,10.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,12.0,spectral_unnormalized,0.4782391721952393,0,2.0
0.25,12.0,rpca,1.0,0,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,12.0,spectral_unnormalized,0.3447660573350479,1,2.0
0.25,12.0,rpca,1.0,1,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,12.0,spectral_unnormalized,0.5407862117028416,2,2.0
0.25,12.0,rpca,1.0,2,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,12.0,spectral_unnormalized,0.7265356414540423,3,2.0
0.25,12.0,rpca,1.0,3,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,12.0,spectral_unnormalized,0.8079616479391557,4,2.0
0.25,12.0,rpca,1.0,4,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,12.0,spectral_unnormalized,0.6725550808455242,5,2.0
0.25,12.0,rpca,1.0,5,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,12.0,spectral_unnormalized,0.2631973627486307,6,2.0
0.25,12.0,rpca,1.0,6,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,12.0,spectral_unnormalized,0.6349910030198423,7,2.0
0.25,12.0,rpca,1.0,7,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,12.0,spectral_unnormalized,0.5310044064107192,8,2.0
0.25,12.0,rpca,1.0,8,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,12.0,spectral_unnormalized,0.4532839480340869,9,2.0
0.25,12.0,rpca,1.0,9,2.0
0.25,12.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,14.0,spectral_unnormalized,0.23983249703803494,0,2.0
0.25,14.0,rpca,1.0,0,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,14.0,spectral_unnormalized,0.20716770520852693,1,2.0
0.25,14.0,rpca,1.0,1,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,14.0,spectral_unnormalized,0.3668993933811547,2,2.0
0.25,14.0,rpca,1.0,2,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,14.0,spectral_unnormalized,0.5040175340948666,3,2.0
0.25,14.0,rpca,1.0,3,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,14.0,spectral_unnormalized,0.6109637147284563,4,2.0
0.25,14.0,rpca,1.0,4,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,14.0,spectral_unnormalized,0.3987532145992851,5,2.0
0.25,14.0,rpca,1.0,5,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,14.0,spectral_unnormalized,0.10805204632615578,6,2.0
0.25,14.0,rpca,1.0,6,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,14.0,spectral_unnormalized,0.002611220469271829,7,2.0
0.25,14.0,rpca,1.0,7,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,14.0,spectral_unnormalized,0.1320091805411247,8,2.0
0.25,14.0,rpca,1.0,8,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,14.0,spectral_unnormalized,0.36125283218547793,9,2.0
0.25,14.0,rpca,1.0,9,2.0
0.25,14.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,16.0,spectral_unnormalized,0.00937324683518507,0,2.0
0.25,16.0,rpca,1.0,0,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,16.0,spectral_unnormalized,0.11899809135944689,1,2.0
0.25,16.0,rpca,1.0,1,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,16.0,spectral_unnormalized,0.30055354064448236,2,2.0
0.25,16.0,rpca,1.0,2,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,16.0,spectral_unnormalized,0.458950479523655,3,2.0
0.25,16.0,rpca,1.0,3,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,16.0,spectral_unnormalized,0.44632888749472316,4,2.0
0.25,16.0,rpca,1.0,4,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,16.0,spectral_unnormalized,0.20716770520852693,5,2.0
0.25,16.0,rpca,1.0,5,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,16.0,spectral_unnormalized,0.04187773532282634,6,2.0
0.25,16.0,rpca,1.0,6,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,16.0,spectral_unnormalized,0.0025998294462112,7,2.0
0.25,16.0,rpca,1.0,7,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,16.0,spectral_unnormalized,0.0029536865490922917,8,2.0
0.25,16.0,rpca,1.0,8,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,16.0,spectral_unnormalized,0.3091969802608189,9,2.0
0.25,16.0,rpca,1.0,9,2.0
0.25,16.0,outlier_pursuit,0.018639764244343528,9,2.0
0.25,18.0,spectral_unnormalized,0.010676027352776717,0,2.0
0.25,18.0,rpca,1.0,0,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,0,2.0
0.25,18.0,spectral_unnormalized,0.1320091805411247,1,2.0
0.25,18.0,rpca,1.0,1,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,1,2.0
0.25,18.0,spectral_unnormalized,0.18884536225760198,2,2.0
0.25,18.0,rpca,1.0,2,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,2,2.0
0.25,18.0,spectral_unnormalized,0.32874294448038094,3,2.0
0.25,18.0,rpca,1.0,3,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,3,2.0
0.25,18.0,spectral_unnormalized,0.058519792136740086,4,2.0
0.25,18.0,rpca,1.0,4,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,4,2.0
0.25,18.0,spectral_unnormalized,0.0751812950269708,5,2.0
0.25,18.0,rpca,1.0,5,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,5,2.0
0.25,18.0,spectral_unnormalized,0.02494829650775533,6,2.0
0.25,18.0,rpca,1.0,6,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,6,2.0
0.25,18.0,spectral_unnormalized,0.0025998294462112,7,2.0
0.25,18.0,rpca,1.0,7,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,7,2.0
0.25,18.0,spectral_unnormalized,0.0003173131428202994,8,2.0
0.25,18.0,rpca,1.0,8,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,8,2.0
0.25,18.0,spectral_unnormalized,0.1682390938673625,9,2.0
0.25,18.0,rpca,1.0,9,2.0
0.25,18.0,outlier_pursuit,0.018639764244343528,9,2.0
